keluhan;bagian
mohon bantuannya saya tidak bisa melakukan pembayaran tes EPrt melalui atm,m-banking dan taller di bank mandiri. Makasih;PUSAT BAHASA
menurut saya, telkom harus merubah dari eprt menjadi toefl karena nilai eprt tidak bisa dimasukkan ke cv;PUSAT BAHASA
saya rasa pusat bahasa harus menyediakan les bagi mereka yang ingin mempelajari lebih dari 2 bahasa asing;PUSAT BAHASA
tolong disedikan pdf pembelajaran untuk tes eprt, tidak apa apa berbayar juga;PUSAT BAHASA
karena skrg ada masalah covid sekarang, mohon untuk disediakan test secara online dirumah masing2;PUSAT BAHASA
Sound systemnya harus diperbaiki agar jelas saat listeningnya;PUSAT BAHASA
tolong ini nilai eprt saya sudah 1 minggu belum keluar;PUSAT BAHASA
tolong disediakan membayar eprt onsite kadang2 atm yang ada d kawasan telyu itu error;PUSAT BAHASA
proses di bagian pelayanan pendaftar nya harus lebih ditingkatkan, misalnya menambah loket admin;PUSAT BAHASA
apakah eprt dan toefl itu sama? Karena sekarang banyak perusahaan yg menanyakan skor toefl utk persyaratan mrk;PUSAT BAHASA
lebih baik test nya pake komputer saja, agar peserta test tidak kehabisan waktu untuk membulati jawaban;PUSAT BAHASA
tempatnya sebaiknya di perbesar, terutama dalam test eprt. Saya hampir ga bisa sidang karna eprt nya kuotanya terbatas, sedangkan saya sudah mendekati sidang TA;PUSAT BAHASA
pendaftaran dan pembayaran cukup mudah dan simple, namun pada headphone yang digunakan baiknya diganti.;PUSAT BAHASA
suara speaker saat test listening hanya menguntungkan yg berada di baris depan;PUSAT BAHASA
turunkan biaya eprt/ecct, terutama bagi mereka yg gagal test;PUSAT BAHASA
apakah bila sudah test eprt 3x berturut - turut makan dinyatakan lulus test ?;PUSAT BAHASA
itu buku eprt jangan fotocopy an dong;PUSAT BAHASA
tombol keyboard di ruang tunggu agak keras;PUSAT BAHASA
alangkah lebih baiknya testnya jgn menggunakan kertas, jika menggunakan kertas jangn sampai menghambat peserta test hanya karena harus membulati jwaban;PUSAT BAHASA
mungkin harus diadakan les bahasa selain bahas inggris, terutama bagi mahasiswa yg akan hendak mengikuti program pertukaran pelajar;PUSAT BAHASA
les eprt dianggap oleh sebagian teman2 saya utk membatu mendorong nilai bahasa inggris, tolong jgn menyalahgunakan nya seperti ini;PUSAT BAHASA
mengapa nama saya tidak muncul di pusat bahasa igracias, padahal saya sudah daftar les eprt;PUSAT BAHASA
tolong diperbanyak lagi loket2 admin LaC nya agar tidak terjadi penumpukan pendaftar;PUSAT BAHASA
kursi yg disediakan di ruang pendaftaran LaC kurang, sehingga banyak yg menunggu sambil berdiri;PUSAT BAHASA
tolong diadakan test toefl yg terpisah dgn test eprt, karena skor eprt tidak bisa dimasukkan ke cv;PUSAT BAHASA
tolong agar setiap bulan diadakan pengecekan kualitas alat test eprt, agar kualitasnya terjaga;PUSAT BAHASA
sebaiknya diadakan sosialisasi mengenai LaC, apa saja yg disediakan LaC selain dari test eprt dan ecct, jujur saja, saya yg sudah tingkat akhir hanya mengetahui itu saja;PUSAT BAHASA
buku eprt saya hilang, benar2 hilang, dan saya masih dalam masa les, apakah saya bisa minta buku yg baru ?;PUSAT BAHASA
saya sudah membayar test eprt lewat teller, tetapi mengapa di sistem nya belum terkonfirmasi terus;PUSAT BAHASA
"apabila sudah test eprt sebanyak 3x berturut2 dan skor nya pun selalu meningkat tiap test nya, apa saya bisa mendapat surat ""pemakluman"" ?";PUSAT BAHASA
menurut saya tes nya pakai komputer saja, karena lebih praktis dan tidak membuang waktu;PUSAT BAHASA
suara speaker tida terdengar jelas di baris belakang;PUSAT BAHASA
mungkin harus disediakan pembayaran secara cash di meja pendaftaran, karena kadang2 atm d sekitar telyu itu error;PUSAT BAHASA
banyak headphone yg udh ga layak pakai;PUSAT BAHASA
adminnya jutek, ruang pendaftarannya harus di perbesar atau diperbanyak kursinya,;PUSAT BAHASA
kenapa tidak diubah saja nama nya dengan test toefl, sehingga nanti skor nya bisa dimasukkan ke cv;PUSAT BAHASA
apakah pusat bahasa menyediakan test ielts bagi alumni, soalnya saya membutuhkan itu;PUSAT BAHASA
harus lebih di sosialisasikan lagi apa saja produk2 dari pusat bahasa, kebanyakan kami mahasiswa hanya tahu test eprt saja;PUSAT BAHASA
nama saya tidak muncul di pusat bahasa igracias, padahal saya mau test besok;PUSAT BAHASA
dalam memilih jawaban nya kalau bisa tidak usah membulatkan lingkaran, karean itu menghambat waktu;PUSAT BAHASA
alangkah lebih baiknya pusat bahasa menyediakan course2 bagi mereka yg akan test ielts;PUSAT BAHASA
tolong kalau bisa harga test eprt diturunkan, terutama bagi mereka yg sudah gagal test;PUSAT BAHASA
Halo saya ingin bertanya, apakah pelaksanaan eprt HE masih melalui https://elearning.telkomuniversity.ac.id? dan apakah masih memerlukan adobe flash seperti pada buku petunjuk eprt HE mengingat sekarang adobe flash tidak lagi dapat digunakan pada browser? Terima kasih.;PUSAT BAHASA
Halo saya ingin bertanya mengenai pembayaran eprt via m-banking (bank BNI) non mandiri, berdasarkan langkah-langkah yang ada pada tata cara pembayaran, nomor VA yang dimasukan ke kolom rekening tujuan, tetapi nama rekening tujuan tidak ada (bukan Universitas Telkom). Saya coba menggunakan Virtual Account Billing juga tidak bisa. Bisakah anda membantu saya tentang langkah-langkah yang benar? Terima kasih.;PUSAT BAHASA
Tolong dikasih penjelasan seperti apa enrollment key itu, dan bagaimana dapat link untuk mengikuti tes inggris ini termasuk EpRT;PUSAT BAHASA
Saya pernah tes TOEFL ITP di telkom university, sertifikat saya terbit Maret 2019, namun tidak ada tulisan expired, apakah itu berarti sertifikat saya berlaku seumur hidup?;PUSAT BAHASA
Malam, Saya Arifah Hilmi Alrasyid. Kebetulan saya mengikuti lomba L2CFH 2021 dan sudah dapat email untuk unduh sertifikat namun permasalahannya ketika saya coba unduh tidak keluar apa apa.Sehingga hari ini saya belum menerima sertifikat tersebut. Jadi baiknya bagaimana ya untuk mendapatkan sertifikat L2CFH 2021 itu? Mohon bantuannya. Terima kasih.;PUSAT BAHASA
Apakah EPrT atau ECCT menyediakan alternatif tes Bahasa Inggris bagi penyandang tunarungu (tuli)? Terima kasih;PUSAT BAHASA
Apakah jika sudah tes diluar bisa dikonversi menjadi nilai di pusat bahasa? Jika bisa, saya sudah mengambil tes dari british council, apakah itu bisa dikonversi?;PUSAT BAHASA
Dimanakah Sertifikat ECCT saat pada tanggal 24 agustus 2018 berada? apakah bila sudah expired dihapus dari data base? apabila belum apakah saya masi boleh meminta soft filenya?;PUSAT BAHASA
mau tanya flash player kan sudah di block dari adobe yaa, terus untuk test eprt-nya menggunakan apa ya? soalnya di buku panduan masih menggunakan adobe flash player;PUSAT BAHASA
Selamat siang kak, kak izin bertanya tentang tes lanjutan tahap 2 yaitu EPRT besok kamis 24 juni apakah tidak bisa diundur atau diubah jadwalnya kak? terkait ada beberapa hal yang membuat saya tidak bisa ikut pada hari kamis itu dikarenakan ada tes UM di Jogjakarta, apabila saya meminta keringanan waktu pada malam hari atau ujian susulan apakah bisa kak? lagipula tadi pemberitahuannya terlalu mendadak pada saat waktu terakhir zoom meeting tadi.;PUSAT BAHASA
saya dari fakultas SISFO ingin bertanya bagaimana jika terjadi gangguan internet ditengah ujian EPRT apakah mengulangnya kembali dan melakukan pembayaran lagi?;PUSAT BAHASA
kapankah hasil dari EPRT keluar?;PUSAT BAHASA
seberapa lama sertifikat EPRT dapat digunakan untuk keperluan mendaftar pekerjaan?;PUSAT BAHASA
standard nilai kelulusan D3 dalam ujian EPRT;PUSAT BAHASA
standard nilai kelulusan S1 dalam ujian EPRT;PUSAT BAHASA
apakah wajib melakukan test EPRT dari telkom apa dapat dilakukan di luar telkom seperti LIA?;PUSAT BAHASA
bagaimana cara melakukan pembayaran EPRT? dan apabila telat menghadiri EPRT tersebut biaya pendaftaranya akan hangus apa akan dikembalikan;PUSAT BAHASA
saya yasril telat memasuki ruang test EPRT apakah saya bisa melakukan perubahan jadwal?apakah harus membayar lagi?;PUSAT BAHASA
huuman apa yang akan diterima apa bila selaku test melakukan kecurangan dalam test EPRT;PUSAT BAHASA
penjaga test pada hari ini sangat tidak suportif dikarenakan ada mahasiswa yang melakukan kecurangan saat EPrT berlangsung;PUSAT BAHASA
saat EPrT yang listening suaranya terkadang putus2 dan tidak keluar sedangkan internet saya sangat lancar(daring);PUSAT BAHASA
dimana letak ruang pengerjaan EPrT berlangsung?;PUSAT BAHASA
kurangnya ketertiban saat melakukan test EPrT sehingga sangat mengganggu sekitar;PUSAT BAHASA
errornya komputer pusat bahasa saat melakukan ujian EPrT;PUSAT BAHASA
"Bersama ini kami sampaikan komplain pegawai sebagai berikut :
Tidak bisa aktivasi SSO untuk karyawan baru atas nama Reza Jordan&nbsp; NIP. 18920116 sebagaimana capture terlampir.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
saya lupa passowrd akun igracias saya, tolong diinfokan cara recovery nya terimakasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
saya Dudung 16959994-9 tidak bisa aktifasi SISFO, mhon bantuannya;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Diharapkan semua mesin taping berjalan dengan baik;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak bisa pakai wifi tune;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tune id saya tidak bisa..tolong diperbaiki;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat pagi SISFO Tel-U, sebelumnya perkenalkan nama saya Riyanda Ilham Nuryadin saya alumni FKB Tel-U.Di sini saya ingin mengajukan legalisir ijazah online, tapi gabisa. Saya sudah mengajukan via igracias, sudah bayar juga. Tapi pas ma7 mengunggah bukti pembayaran di DELA Igracias, saya tidak bisa.Saya sudah coba buat akun baru, tapi akun saya (riyandailhamn) sudah terdaftar. Lupa password juga gabisa karena ngga terdaftar di igracias.Mohon bantuannya SISFO Tel-U. Terima kasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Hallo mau bertanya apakah office 365 sudah tidak aktif lagi jika mahasiswa sudah jadi alumni?;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Yth Tim Sisfo.
 Besok kami akan melaksanakan Pengabdian 
 Masyarakat di Laboratorium di FIT dan kami 
 membutuhkan akses ke internet. Oleh karena 
 itu kami membutuhkan 20 akun visitor untuk 
 mengakses internet.
 Mohon tim Sisfo membuatkan 20 akun visitor 
 agar bisa akses ke TUNE.
 Atas perhatian dan kerjasamanya, kami 
 ucapkan terima kasih.
 Pemohon
 Ely dan tim Abdimas";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Akun saya tidak bisa login tune;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Maaf, kenapa saya tidak dapat login ke tune ? 
 Padahal saya tidak menggunakannya dan 
 kemarin pagi sudah saya logout tetapi saat 
 saya akan menggunakannya pd malam hari 
 dan pagi ini ada notofikasi ""maximum user 
 limit""";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat Malam,TUNE saya bermasalah sejak 
 awal belum bisa digunakan,diharapkan bisa 
 segera diperbaiki,terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Minta tolong dong agar jaringan TUNE di 
 Student Hall bisa diaktifkan lagi, sudah lama 
 sekali mati dan sampe sekarang tidak ada 
 perbaikan";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Cara mengaktifkan tune gimana ? soalnya 
 waktu mengaksesnya katanya user saya tidak 
 terdaftar";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"akun office tidak bisa digunakan, waktu 
 itu&nbsp; sempat bisa. tapi 2 minggu yang 
 lalu sudah tidak bisa lagi di gunakan.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum, Tune saya selalu gagal dan 
 tidak bisa digunakan. Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"tune saya atas nama ghisella 
 shegweena(1502180180) dari awal masuk 
 telkom tidak bisa dipakai. apakah bisa 
 dibenarkan?
 username saya ghisellas
 terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Jaringan tune tidak bisa digunakan user does 
 not exist";RISET DAN LAYANAN TEKNOLOGI INFORMASI
TUNE tidak bisa konek;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak bisa log in;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"tidak dapat menggunakan tune padahal tidak 
 ada perangkat yang menyambung.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Internet di gedung karang ruang c204 
 tidak bisa digunakan, mohon di periksa";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"maaf pak/bu mohon maaf 
 sebelumnya,saya ingin 
 bertanya,bagaimana cara saya bisa 
 mendapatkan lisensi serial number 
 microsoft 365 ya?soalnya saya ketika 
 login sso di web microsoft tidak bisa 
 masuk.. terimakasi maaf menggangu.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Permintaan aktivasi office 365
 Nama : M. Alief FIkri
 Nim : 1102184244
 Email : alieffikri24@gmail.com";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang internet TUNE di LAB 
 EIRRG (H118) di gedung serba guna mati 
 dari kemarin jam 5 sore&nbsp; sampai 
 sekarang, mohon untuk diperbaiki, 
 Terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Saya atas nama bidari, ingin mengajukan 
 komplain terhadap penggunaan tune. 
 Dimana saya sebagai pengguna tidak bisa 
 mengakses tune tersebut, saat ingin 
 login selalu gagal. Mohon atas 
 perbaikannya atau bagaimana saya 
 menghadapi permasalahan ini";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Belum bisa terhubung ke TUNE;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mau tanya mengenai google drive 
 education yang disediakan telkom saya 
 mengapa error ? seperti gambar di 
 lampiran";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"akun office tidak bisa digunakan, waktu 
 itu&nbsp; sempat bisa. tapi 2 minggu 
 yang lalu sudah tidak bisa lagi di 
 gunakan.
 complaint 10 DECEMBER 2019 
 15:34:54
 close 18-DEC-19
 Silahkan input tiket 
 di Tiketing helpdesk 
 Sisfo";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Gabisa terus login ke tune pdhal uname 
 sama passwordnya bener complaint 06 DECEMBER 2019 
 12:11:57";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Saya atas nama MUHAMMAD AZIIZ 
 GHANIY NIM 1104190064 KELAS TF 43 03
 tidak&nbsp; bisa menggunakan tune dari 
 bulan agustus sampe sekarang mohon 
 perbaikannya agar saya bisa 
 menggunakan fasilitas ini secara 
 maksimal dan mohon pengertiannya";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya belum bisa mengisi kuesioner untuk semester antara;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya belum bisa mengisi kuesioner untuk semester antara;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang, Mohon maaf mengganggu waktunya.&nbsp;
Untuk tampilan igracias pada pengajuan pembimbing dan proposal tidak ada. Semula sudah diup load proposal dan pembimbing sudah ada. Namun, sekarang tampilan tidak ada ( Proposal tidak ada dan pembimbing tidak ada ). Mohon bantuannya.&nbsp;
Terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak bisa mengakses web serta gmail student;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Asalamualaikum
Permisi saya ingin masuk ke google class menggunakan sso.telkomuniversity.ac.id untuk keperluan perkuliahan. namun saya tidak dapat mengakses nya dengan alasan invalid email. Mohon segera diperbaiki agar tidak mengganggu kegiatan perkuliahan.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"saya cek menu kelengkapan sidang (5) terdapat gambar seperti gambar 1, kemudian saya cek menu daftar sidang (4) terdapat gambar seperti gambar 2, kemudian saya cek profil saya terdapat gambar seperti gambar 3, kemudian pada menu daftar sidang dan klik cetak form ijazah dan transkip muncul gambar seperti gambar 4
apakah bisa di perbaiki menghilangkan foto yang bertuliskan kurang lebih 'maaf ijazah file sma blm di upload ...'";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Asssalajualaikum saya ga bisa login classrom dengan akun sso;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Tidak bisa login akun google classrooms menggunakan akun SSO.&nbsp;
putrasetiadi@student.telkomuniversity.ac.id";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Tidak bisa login google classroom menggunakan akun email sso&nbsp;
Ibnumuzakky@student.telkomuniversity.ac.id";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum.. maaf pak email saya gak bisa akses google classroom;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Assalamualaikum pak/bu saya tidak bisa join google class room;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat pagi,
Saya mahasiswa baru angkatan 2018. Saya ingin mengganti nomor telepon orang tua saya, karena yang tercantum di profil saya adalah nomor telepon rumah saya. Karena kesalahan tersebut orang tua saya masih belum mendapatkan username dan password untuk igracias parent. Saya sudah mencoba sendiri, tapi tidak berhasil. Saya ingin merubah nomor telepon orang tua saya menjadi 08122049458.
Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Dear Sisfo Yth..,
Mohon petunjuk display untuk Igracias agar bisa kirim pesan seperti display Igracias yang sebelumnya.
Karena sistem Igracias yang baru tidak bisa menginputkan pesan langsung ke dosen atau pembimbing jadi menghambat untuk melakukan directly mengenai keperluan kepengurusan TA maupun registrasi (Mohon Sistem yang mudah untuk penginputan data-data yang penting agar segera bisa diproses dan ada eviden untuk ke pihak akademik yang bersangkutan)
Terimakasih&nbsp;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
saya mau masuk kan bukti pembayaran, tapi selalu gagal, padahal tipe file dan ukuran file sesuai dengan persyaratan. ini saya lampirkan buktinya disini.;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat siang. Terlampir data mahasiswa klik perpanjangan SK 2 kali yg seharusnya hanya sekali perpanjangan.

1. 6705140003 Dewi Nurul
2. 6301130293 Bram Arthya
3. 6707140048 Winda Fitri

Mohon bantuannya untuk reset perpanjangan SK tersebut. Terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
&nbsp;
Terima kasih
&nbsp;
salam
TRA";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum&nbsp;
Pak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi&nbsp;
Sekian, terima kasih
Wassalamualaikum&nbsp;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
&nbsp;
Terima kasih
&nbsp;
salam
TRA";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Mohon bantuannya mahasiswa wali saya bernama&nbsp;&nbsp;DEWI SETIAWATI (1402170271) mengajukan pengunduran diri karena ingin belajar di kampus lain. Sewaktu di akses nilanya di Igracias, nilai semester 1 tidak muncul, sedangkan nilai semester 2 muncul. Terlampir adalah print screen tampilan nilainya. Mohon bantuannya.
&nbsp;
Mohon bantuannya karena ybs ingin mengurus kepindahannya.
Terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"ak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi&nbsp;
Sekian, terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Saya salah memasukan nomor telp orang tua saya di igracias, sehingga orang tua saya tidak menerima password login untuk parents login. saya mencoba untuk mengedit data tersebut di akun saya namun tidak bisa. kolom seperti tidak bisa diedit. Mohon jalan kaluarnya bagaimana ya?;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Mohon dapat dibantu web direktorat Admisi dan OpenLibrary tidak dapat dibuka dengan alamat adwork.telkomuniversity.ac.id;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat Malam , minta bantuannya untuk aktifasi akun dreamspark dan office 365 terima kasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Selamat pagi, mau melihat informasi seputar mata kuliah yang saya ambil, yang seharusnya ada lokasi kelas dan diajarkan dengan dosen siapa (dalam bentuk inisial tiga huruf), tetapi kali ini kosong, bahkan ketika ingin mencetak jadwal pun tidak ada informasi mengenai jadwal kuliah yang saya ambil, terima kasih.&nbsp;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Cant connect to wifi tune;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Tidak boleh access tune account;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Selamat pagi admin,
saya Annisa dosen LB dari FTE mau melaporkan bug yang ada dan meminta bantuannya untuk diarahkan/diperbaiki.
Saya mau mendaftarkan tes di pusat bahasa untuk keperluan upgrading dosen kelas internasional. namun saat akan mendaftar dan menuliskan nama saya terdapat tulisan seperti pada gambar pertama (tidak bisa diproses karena tidak ada foto profil). lalu ada perintah untuk memasukkan foto profil dengan melampirkan link. namun saat link tsb di klik tidak masuk ke halaman manapun, tapi masuk ke halaman utama. Saya coba cari-cari dibagian akun, namun tidak ada opsi unggah foto profil, adapun opsi ""masukkan data dosen"" tidak bisa diakses (forbidden) seperti tertera pada gambar terakhir.
Apakah admin bisa membantu saya untuk menyelesaikan urusan tersebut? Karena saya perlu mendaftar tes ke pusat bahasa sesegera mungkin untuk urusan upgrading dosen kelas internasional.
Terima kasih sebelumnya.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
maaf, tune wifi saya belum bisa, saya dulu lupa untuk try again saat aktifasi sso diauditorium;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Punten maaf menggangu saya mau menanyakan tentang masalah dalam memasukkan akun untuk office 365 yang dari telkom, disini saya sudah mencoba memasukkan password sesuai Igracias tetapi tidak mau masuk, kira-kira untuk mengatasi masalah tersebut apa solusinya ya min ?
Hatur nuhun.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"&nbsp;Mohon perbaikan RFID A202B mati
hatur nuhun
oman
&nbsp;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Ktm saya susah tapping di gku3.3.16 tidak ada bunyi peringatan apapun. Namun diruang lain lancar lancar saja;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Bagaimana cara untuk mendapatkan lisensi office 365?;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum WR. WB
Saya ingin komplain mengenai ID Tune saya, saat login tertulis USER DO NOT EXIST, mohon bantuannya
Wassalamualaikum WR. WB";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"selamat siang. Akun igracias saya tidak dapat digunakan untuk mengakses wifi tune. setiap login selalu ada pemberitahuan ""user doesn't exist"". terimakasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Saya ingin melaporkan display interface Igracias pada bagian nilai yang membingungkan. Pada display nilai, satu satunya jumalh sks yang ditampilkan hanya pada diatas. Dan ternyata merupakan display sks yang telah dilalui bukan sks telah lulus. Hal ini dapat membingungkan mahasiswa dikarenakan sks yang lulus hanya bisa ditampilkan ketika sudah menenekan ""cetak nilai lengkap"" yang dimana mahasiswa tidak menganggap itu sebagai laporan jumlah sks, melainkan hanya sekedar untuk mencetak.&nbsp;
&nbsp;
Hal ini telah membuat saya sebagai mahasiswa salah memperhitungkan jumlah sks di tengah2 semester dan menjadikan saya tidak bisa mengikuti sidang bulan ini karena baru mengetahui hal tersebut&nbsp; semoga hal ini dapat menjadi masukan untuk memperbaiki interface nilai mahasiswa dan jumlah sks lulus agar tidak terjadi hal-hal yang tidak diinginkan.
&nbsp;
Terima kasih.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"akun SSO dengan usernama alifiabilqis tidak bisa login di TUNE.
saya atas nama alifia belqis
NIM 1301184093
IF - 42 -05
email : alifiabilqis@telkomuniversity.ac.id";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum. Saya ingin melakukan komplain,
Username Igracias saya tidak bisa login untuk akses tune.telkomuniversity.ac.id dengan keterangan User Does Not Exist.";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Tidak bisa login TUNE dengan igracias
id : abisatria
pass : abisatria12";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Maaf saya tidak bisa connect ke tune saya itu juga sudah dari sejak pengenalan igracias... Maaf untuk ketelatan pengajuan nya terima kasih;RISET DAN LAYANAN TEKNOLOGI INFORMASI
Layanan tune saya tidak bisa dipakai,. Tulisan user can, t use it;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Saya dari D3TK-42-03,atas nama Windy Andhika putra,bahwa saya ada masalah dengan login akun tune saya,akun tune saya tidak bisa login,karena di situ di bilang user don't exist saat saya mau login&nbsp;
Terima kasih sebelumnya&nbsp;";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"assalamualaikum , saya kemal arsyah dari Fakultas FIT dari D3 Teknik komputer, ""ini kenapa akun sso saya gabisa dipake di google classroom"" mohon di aktifkan :) , terima kasih";RISET DAN LAYANAN TEKNOLOGI INFORMASI
saya tidak bisa login office 365. setelah login tulisan nya seperti itu..;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Tidak bisa membuat blog mahasiswa,username dan password sudah benar namun invalid
username:fitriherinda@student.telkomuniversity.ac.id";RISET DAN LAYANAN TEKNOLOGI INFORMASI
tune saya bermasalah;RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Assalamualaikum Saya Abel dari kelas TT-42-07, permisi untuk layanan dan prasarana igracias mobile kenapa tidak bisa digunakan ya padahal untuk username dan password sudah sama dan betul?&nbsp; sekian terimakasih semoga cepat diberikan solusinya karena saya sangat membutuhkan fasilitas ini";RISET DAN LAYANAN TEKNOLOGI INFORMASI
"Pagi
Mohon bantuannya untuk perbaikan akses ke jaringan wifi tune.
Sebagai  informasi , saat ini user name dan password yang saya gunakan dapat  untuk akses igracias, namun tidak bisa digunakan untuk akses tune.
Pesan errornya adalah : user not exist.
Terima Kasih atas perhatiannya.
Regards,
ROC";RISET DAN LAYANAN TEKNOLOGI INFORMASI
Permisi sebelumnya, saya tidak dapat melakukan registrasi smart parking  dengan alasan card exist, tetapibsaat saya melakukan tapping untuk akaes  gerbang parkir, selalu diberikan informasi bahwa kartu belum terdaftar,  dan harus selalu dibukakan oleh satpam tersebut. User igracias saya : gentaym;RISET DAN LAYANAN TEKNOLOGI INFORMASI
