,keluhan,bagian,clean_keluhan
1278,"test dengan kertas memakan waktu, menurut saya mending test dengan komputer, sehingga kita peserta test tinggal klik saja",PUSAT BAHASA,test kertas makan mending test komputer test tinggal klik
1279,"tolong agar selalu mengecek apabila ada alat2 penunjang test yg sudah rusak, seperti kemarin saat saya hendak test, headphone yang saya gunakan mati sebelah",PUSAT BAHASA,ecek alat tunjang test rusak kemarin test headphone mati belah
1280,"mohon bantuannya saya tidak bisa melakukan pembayaran tes EPrt melalui atm,m-banking dan taller di bank mandiri. Makasih",PUSAT BAHASA,bantu laku bayar tes eprt atmmbanking taller bank mandiri makasih
1281,"menurut saya, telkom harus merubah dari eprt menjadi toefl karena nilai eprt tidak bisa dimasukkan ke cv",PUSAT BAHASA,telkom rubah eprt toefl nilai eprt masuk cv
1282,saya rasa pusat bahasa harus menyediakan les bagi mereka yang ingin mempelajari lebih dari 2 bahasa asing,PUSAT BAHASA,pusat bahasa sedia les ajar bahasa asing
1283,"tolong disedikan pdf pembelajaran untuk tes eprt, tidak apa apa berbayar juga",PUSAT BAHASA,dik pdf ajar tes eprt bayar
1284,"karena skrg ada masalah covid sekarang, mohon untuk disediakan test secara online dirumah masing2",PUSAT BAHASA,covid sedia test online rumah
1285,Sound systemnya harus diperbaiki agar jelas saat listeningnya,PUSAT BAHASA,sound systemnya listeningnya
1286,tolong ini nilai eprt saya sudah 1 minggu belum keluar,PUSAT BAHASA,nilai eprt minggu
1287,tolong disediakan membayar eprt onsite kadang2 atm yang ada d kawasan telyu itu error,PUSAT BAHASA,sedia bayar eprt onsite kadang atm d kawasan telyu error
1288,"proses di bagian pelayanan pendaftar nya harus lebih ditingkatkan, misalnya menambah loket admin",PUSAT BAHASA,proses layan daftar nya tingkat loket
1289,apakah eprt dan toefl itu sama? Karena sekarang banyak perusahaan yg menanyakan skor toefl utk persyaratan mrk,PUSAT BAHASA,eprt toefl usaha skor toefl syarat
1290,"lebih baik test nya pake komputer saja, agar peserta test tidak kehabisan waktu untuk membulati jawaban",PUSAT BAHASA,test nya pakai komputer test habis bulat
1291,"tempatnya sebaiknya di perbesar, terutama dalam test eprt. Saya hampir ga bisa sidang karna eprt nya kuotanya terbatas, sedangkan saya sudah mendekati sidang TA",PUSAT BAHASA,utama test eprt ga sidang karna eprt nya kuota batas sidang ta
1292,"pendaftaran dan pembayaran cukup mudah dan simple, namun pada headphone yang digunakan baiknya diganti.",PUSAT BAHASA,daftar bayar mudah simpel headphone ganti
1293,suara speaker saat test listening hanya menguntungkan yg berada di baris depan,PUSAT BAHASA,suara speaker test listening untung baris
1294,"turunkan biaya eprt/ecct, terutama bagi mereka yg gagal test",PUSAT BAHASA,turun biaya eprtecct utama gagal test
1295,apakah bila sudah test eprt 3x berturut - turut makan dinyatakan lulus test ?,PUSAT BAHASA,test eprt x makan nyata lulus test
1296,itu buku eprt jangan fotocopy an dong,PUSAT BAHASA,buku eprt fotocopy an
1297,tombol keyboard di ruang tunggu agak keras,PUSAT BAHASA,tombol keyboard ruang tunggu keras
1298,"alangkah lebih baiknya testnya jgn menggunakan kertas, jika menggunakan kertas jangn sampai menghambat peserta test hanya karena harus membulati jwaban",PUSAT BAHASA,alangkah testnya jgn kertas kertas jangn hambat test bulat jwaban
1299,"mungkin harus diadakan les bahasa selain bahas inggris, terutama bagi mahasiswa yg akan hendak mengikuti program pertukaran pelajar",PUSAT BAHASA,les bahasa bahas inggris utama mahasiswa program tukar ajar
1300,"les eprt dianggap oleh sebagian teman2 saya utk membatu mendorong nilai bahasa inggris, tolong jgn menyalahgunakan nya seperti ini",PUSAT BAHASA,les eprt anggap teman batu dorong nilai bahasa inggris jgn menyalahgunakan nya
1301,"mengapa nama saya tidak muncul di pusat bahasa igracias, padahal saya sudah daftar les eprt",PUSAT BAHASA,nama muncul pusat bahasa igracias daftar les eprt
1302,tolong diperbanyak lagi loket2 admin LaC nya agar tidak terjadi penumpukan pendaftar,PUSAT BAHASA,loket lac nya tumpu daftar
1303,"kursi yg disediakan di ruang pendaftaran LaC kurang, sehingga banyak yg menunggu sambil berdiri",PUSAT BAHASA,kursi sedia ruang daftar lac tunggu
1304,"tolong diadakan test toefl yg terpisah dgn test eprt, karena skor eprt tidak bisa dimasukkan ke cv",PUSAT BAHASA,test toefl pisah dgn test eprt skor eprt masuk cv
1305,"tolong agar setiap bulan diadakan pengecekan kualitas alat test eprt, agar kualitasnya terjaga",PUSAT BAHASA,kece kualitas alat test eprt kualitas jaga
1306,"sebaiknya diadakan sosialisasi mengenai LaC, apa saja yg disediakan LaC selain dari test eprt dan ecct, jujur saja, saya yg sudah tingkat akhir hanya mengetahui itu saja",PUSAT BAHASA,sosialisasi kena lac sedia lac test eprt ecct jujur tingkat akhir
1307,"buku eprt saya hilang, benar2 hilang, dan saya masih dalam masa les, apakah saya bisa minta buku yg baru ?",PUSAT BAHASA,buku eprt hilang hilang les buku
1308,"saya sudah membayar test eprt lewat teller, tetapi mengapa di sistem nya belum terkonfirmasi terus",PUSAT BAHASA,bayar test eprt teller sistem nya konfirmasi
1309,"apabila sudah test eprt sebanyak 3x berturut2 dan skor nya pun selalu meningkat tiap test nya, apa saya bisa mendapat surat ""pemakluman"" ?",PUSAT BAHASA,test eprt x skor nya tingkat test nya surat maklum
1310,"menurut saya tes nya pakai komputer saja, karena lebih praktis dan tidak membuang waktu",PUSAT BAHASA,tes nya pakai komputer praktis buang
1311,suara speaker tida terdengar jelas di baris belakang,PUSAT BAHASA,suara speaker tida dengar baris
1312,"mungkin harus disediakan pembayaran secara cash di meja pendaftaran, karena kadang2 atm d sekitar telyu itu error",PUSAT BAHASA,sedia bayar cash meja daftar kadang atm d telyu error
1313,banyak headphone yg udh ga layak pakai,PUSAT BAHASA,headphone ga layak pakai
1314,"adminnya jutek, ruang pendaftarannya harus di perbesar atau diperbanyak kursinya,",PUSAT BAHASA,adminnya jutek ruang daftar kursi
1315,"kenapa tidak diubah saja nama nya dengan test toefl, sehingga nanti skor nya bisa dimasukkan ke cv",PUSAT BAHASA,ubah nama nya test toefl skor nya masuk cv
1316,"apakah pusat bahasa menyediakan test ielts bagi alumni, soalnya saya membutuhkan itu",PUSAT BAHASA,pusat bahasa sedia test ielts alumni butuh
1317,"harus lebih di sosialisasikan lagi apa saja produk2 dari pusat bahasa, kebanyakan kami mahasiswa hanya tahu test eprt saja",PUSAT BAHASA,sosialisasi produk pusat bahasa mahasiswa test eprt
1318,"nama saya tidak muncul di pusat bahasa igracias, padahal saya mau test besok",PUSAT BAHASA,nama muncul pusat bahasa igracias test besok
1319,"dalam memilih jawaban nya kalau bisa tidak usah membulatkan lingkaran, karean itu menghambat waktu",PUSAT BAHASA,pilih nya bulat lingkar karean hambat
1320,alangkah lebih baiknya pusat bahasa menyediakan course2 bagi mereka yg akan test ielts,PUSAT BAHASA,alangkah pusat bahasa sedia course test ielts
1321,"tolong kalau bisa harga test eprt diturunkan, terutama bagi mereka yg sudah gagal test",PUSAT BAHASA,harga test eprt turun utama gagal test
1322,"Halo saya ingin bertanya, apakah pelaksanaan eprt HE masih melalui https://elearning.telkomuniversity.ac.id? dan apakah masih memerlukan adobe flash seperti pada buku petunjuk eprt HE mengingat sekarang adobe flash tidak lagi dapat digunakan pada browser? Terima kasih.",PUSAT BAHASA,halo laksana eprt he adobe flash buku eprt he adobe flash browser
1323,"Halo saya ingin bertanya mengenai pembayaran eprt via m-banking (bank BNI) non mandiri, berdasarkan langkah-langkah yang ada pada tata cara pembayaran, nomor VA yang dimasukan ke kolom rekening tujuan, tetapi nama rekening tujuan tidak ada (bukan Universitas Telkom). Saya coba menggunakan Virtual Account Billing juga tidak bisa. Bisakah anda membantu saya tentang langkah-langkah yang benar? Terima kasih.",PUSAT BAHASA,halo kena bayar eprt via mbanking bank bni non mandiri dasar langkahlangkah tata bayar nomor va masuk kolom rekening tuju nama rekening tuju universitas telkom coba virtual account billing bantu langkahlangkah
1324,"Tolong dikasih penjelasan seperti apa enrollment key itu, dan bagaimana dapat link untuk mengikuti tes inggris ini termasuk EpRT",PUSAT BAHASA,enrollment key link tes inggris masuk eprt
1325,"Saya pernah tes TOEFL ITP di telkom university, sertifikat saya terbit Maret 2019, namun tidak ada tulisan expired, apakah itu berarti sertifikat saya berlaku seumur hidup?",PUSAT BAHASA,tes toefl itp telkom university sertifikat terbit maret tulis expired arti sertifikat laku umur hidup
1326,"Malam, Saya Arifah Hilmi Alrasyid. Kebetulan saya mengikuti lomba L2CFH 2021 dan sudah dapat email untuk unduh sertifikat namun permasalahannya ketika saya coba unduh tidak keluar apa apa.Sehingga hari ini saya belum menerima sertifikat tersebut. Jadi baiknya bagaimana ya untuk mendapatkan sertifikat L2CFH 2021 itu? Mohon bantuannya. Terima kasih.",PUSAT BAHASA,arifah hilmi alrasyid lomba lcfh email unduh sertifikat coba unduh apasehingga sertifikat sertifikat lcfh bantu
1327,Apakah EPrT atau ECCT menyediakan alternatif tes Bahasa Inggris bagi penyandang tunarungu (tuli)? Terima kasih,PUSAT BAHASA,eprt ecct sedia alternatif tes bahasa inggris sandang tunarungu tuli
1328,"Apakah jika sudah tes diluar bisa dikonversi menjadi nilai di pusat bahasa? Jika bisa, saya sudah mengambil tes dari british council, apakah itu bisa dikonversi?",PUSAT BAHASA,tes konversi nilai pusat bahasa ambil tes british council konversi
1329,Dimanakah Sertifikat ECCT saat pada tanggal 24 agustus 2018 berada? apakah bila sudah expired dihapus dari data base? apabila belum apakah saya masi boleh meminta soft filenya?,PUSAT BAHASA,sertifikat ecct tanggal agustus expired hapus data base soft filenya
1330,"mau tanya flash player kan sudah di block dari adobe yaa, terus untuk test eprt-nya menggunakan apa ya? soalnya di buku panduan masih menggunakan adobe flash player",PUSAT BAHASA,flash player block adobe yaa test eprtnya buku pandu adobe flash player
1331,"Selamat siang kak, kak izin bertanya tentang tes lanjutan tahap 2 yaitu EPRT besok kamis 24 juni apakah tidak bisa diundur atau diubah jadwalnya kak? terkait ada beberapa hal yang membuat saya tidak bisa ikut pada hari kamis itu dikarenakan ada tes UM di Jogjakarta, apabila saya meminta keringanan waktu pada malam hari atau ujian susulan apakah bisa kak? lagipula tadi pemberitahuannya terlalu mendadak pada saat waktu terakhir zoom meeting tadi.",PUSAT BAHASA,izin tes tahap eprt besok kamis juni undur ubah jadwal kait kamis tes um jogjakarta ringan uji susul lagipula pemberitahuannya dadak akhir zoom meeting
1332,saya dari fakultas SISFO ingin bertanya bagaimana jika terjadi gangguan internet ditengah ujian EPRT apakah mengulangnya kembali dan melakukan pembayaran lagi?,PUSAT BAHASA,fakultas sisfo ganggu internet uji eprt ulang laku bayar
1333,kapankah hasil dari EPRT keluar?,PUSAT BAHASA,hasil eprt
1334,seberapa lama sertifikat EPRT dapat digunakan untuk keperluan mendaftar pekerjaan?,PUSAT BAHASA,sertifikat eprt daftar kerja
1335,standard nilai kelulusan D3 dalam ujian EPRT,PUSAT BAHASA,standar nilai kelulus d uji eprt
1336,standard nilai kelulusan S1 dalam ujian EPRT,PUSAT BAHASA,standar nilai kelulus s uji eprt
1337,apakah wajib melakukan test EPRT dari telkom apa dapat dilakukan di luar telkom seperti LIA?,PUSAT BAHASA,wajib laku test eprt telkom laku telkom lia
1338,bagaimana cara melakukan pembayaran EPRT? dan apabila telat menghadiri EPRT tersebut biaya pendaftaranya akan hangus apa akan dikembalikan,PUSAT BAHASA,laku bayar eprt telat hadir eprt biaya pendaftaranya hangus
1339,saya yasril telat memasuki ruang test EPRT apakah saya bisa melakukan perubahan jadwal?apakah harus membayar lagi?,PUSAT BAHASA,yasril telat pasuk ruang test eprt laku ubah jadwalapakah bayar
1340,huuman apa yang akan diterima apa bila selaku test melakukan kecurangan dalam test EPRT,PUSAT BAHASA,huuman test laku curang test eprt
1341,penjaga test pada hari ini sangat tidak suportif dikarenakan ada mahasiswa yang melakukan kecurangan saat EPrT berlangsung,PUSAT BAHASA,jaga test suportif mahasiswa laku curang eprt langsung
1342,saat EPrT yang listening suaranya terkadang putus2 dan tidak keluar sedangkan internet saya sangat lancar(daring),PUSAT BAHASA,eprt listening suara terkadang putus internet lancardaring
1343,dimana letak ruang pengerjaan EPrT berlangsung?,PUSAT BAHASA,letak ruang kerja eprt langsung
1344,kurangnya ketertiban saat melakukan test EPrT sehingga sangat mengganggu sekitar,PUSAT BAHASA,tertib laku test eprt ganggu
1345,errornya komputer pusat bahasa saat melakukan ujian EPrT,PUSAT BAHASA,errornya komputer pusat bahasa laku uji eprt
1346,"Bersama ini kami sampaikan komplain pegawai sebagai berikut :
Tidak bisa aktivasi SSO untuk karyawan baru atas nama Reza Jordan&nbsp; NIP. 18920116 sebagaimana capture terlampir.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,komplain pegawai aktivasi sso karyawan nama reza jordannbsp nip capture lampir
1347,"saya lupa passowrd akun igracias saya, tolong diinfokan cara recovery nya terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,lupa passowrd akun igracias info recovery nya
1348,"saya Dudung 16959994-9 tidak bisa aktifasi SISFO, mhon bantuannya",RISET DAN LAYANAN TEKNOLOGI INFORMASI,dudung aktifasi sisfo bantu
1349,Diharapkan semua mesin taping berjalan dengan baik,RISET DAN LAYANAN TEKNOLOGI INFORMASI,harap mesin taping jalan
1350,Tidak bisa pakai wifi tune,RISET DAN LAYANAN TEKNOLOGI INFORMASI,pakai wifi tune
1351,Tune id saya tidak bisa..tolong diperbaiki,RISET DAN LAYANAN TEKNOLOGI INFORMASI,tune id bisatolong
1352,"Selamat pagi SISFO Tel-U, sebelumnya perkenalkan nama saya Riyanda Ilham Nuryadin saya alumni FKB Tel-U.Di sini saya ingin mengajukan legalisir ijazah online, tapi gabisa. Saya sudah mengajukan via igracias, sudah bayar juga. Tapi pas ma7 mengunggah bukti pembayaran di DELA Igracias, saya tidak bisa.Saya sudah coba buat akun baru, tapi akun saya (riyandailhamn) sudah terdaftar. Lupa password juga gabisa karena ngga terdaftar di igracias.Mohon bantuannya SISFO Tel-U. Terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,sisfo kenal nama riyanda ilham nuryadin alumni fkb teludi aju legalisir ijazah online gabisa aju via igracias bayar pas ma unggah bukti bayar dela igracias bisasaya coba akun akun riyandailhamn daftar lupa password gabisa daftar igraciasmohon bantu sisfo
1353,Hallo mau bertanya apakah office 365 sudah tidak aktif lagi jika mahasiswa sudah jadi alumni?,RISET DAN LAYANAN TEKNOLOGI INFORMASI,hallo office aktif mahasiswa alumni
1354,"Yth Tim Sisfo.
 Besok kami akan melaksanakan Pengabdian 
 Masyarakat di Laboratorium di FIT dan kami 
 membutuhkan akses ke internet. Oleh karena 
 itu kami membutuhkan 20 akun visitor untuk 
 mengakses internet.
 Mohon tim Sisfo membuatkan 20 akun visitor 
 agar bisa akses ke TUNE.
 Atas perhatian dan kerjasamanya, kami 
 ucapkan terima kasih.
 Pemohon
 Ely dan tim Abdimas",RISET DAN LAYANAN TEKNOLOGI INFORMASI,hormat tim sisfo besok laksana abdi masyarakat laboratorium fit butuh akses internet butuh akun visitor akses internet tim sisfo akun visitor akses tune perhati kerjasamanya ely tim abdimas
1355,Akun saya tidak bisa login tune,RISET DAN LAYANAN TEKNOLOGI INFORMASI,akun login tune
1356,"Maaf, kenapa saya tidak dapat login ke tune ? 
 Padahal saya tidak menggunakannya dan 
 kemarin pagi sudah saya logout tetapi saat 
 saya akan menggunakannya pd malam hari 
 dan pagi ini ada notofikasi ""maximum user 
 limit""",RISET DAN LAYANAN TEKNOLOGI INFORMASI,login tune kemarin logout pd notofikasi maksimal user limit
1357,"Selamat Malam,TUNE saya bermasalah sejak 
 awal belum bisa digunakan,diharapkan bisa 
 segera diperbaiki,terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,malamtune digunakandiharapkan diperbaikiterimakasih
1358,"Minta tolong dong agar jaringan TUNE di 
 Student Hall bisa diaktifkan lagi, sudah lama 
 sekali mati dan sampe sekarang tidak ada 
 perbaikan",RISET DAN LAYANAN TEKNOLOGI INFORMASI,jaring tune student hall aktif mati
1359,"Cara mengaktifkan tune gimana ? soalnya 
 waktu mengaksesnya katanya user saya tidak 
 terdaftar",RISET DAN LAYANAN TEKNOLOGI INFORMASI,aktif tune gimana akses user daftar
1360,"akun office tidak bisa digunakan, waktu 
 itu&nbsp; sempat bisa. tapi 2 minggu yang 
 lalu sudah tidak bisa lagi di gunakan.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,akun office itunbsp minggu
1361,"Assalamualaikum, Tune saya selalu gagal dan 
 tidak bisa digunakan. Terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,tune gagal
1362,"tune saya atas nama ghisella 
 shegweena(1502180180) dari awal masuk 
 telkom tidak bisa dipakai. apakah bisa 
 dibenarkan?
 username saya ghisellas
 terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,tune nama ghisella shegweena masuk telkom pakai username ghisellas
1363,"Jaringan tune tidak bisa digunakan user does 
 not exist",RISET DAN LAYANAN TEKNOLOGI INFORMASI,jaring tune user does not exist
1364,TUNE tidak bisa konek,RISET DAN LAYANAN TEKNOLOGI INFORMASI,tune konek
1365,Tidak bisa log in,RISET DAN LAYANAN TEKNOLOGI INFORMASI,log in
1366,"tidak dapat menggunakan tune padahal tidak 
 ada perangkat yang menyambung.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,tune perangkat sambung
1367,"Internet di gedung karang ruang c204 
 tidak bisa digunakan, mohon di periksa",RISET DAN LAYANAN TEKNOLOGI INFORMASI,internet gedung karang ruang c periksa
1368,"maaf pak/bu mohon maaf 
 sebelumnya,saya ingin 
 bertanya,bagaimana cara saya bisa 
 mendapatkan lisensi serial number 
 microsoft 365 ya?soalnya saya ketika 
 login sso di web microsoft tidak bisa 
 masuk.. terimakasi maaf menggangu.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,sebelumnyasaya bertanyabagaimana lisensi serial nomor microsoft yasoalnya login sso situs microsoft masuk terimakasi menggangu
1369,"Permintaan aktivasi office 365
 Nama : M. Alief FIkri
 Nim : 1102184244
 Email : alieffikri24@gmail.com",RISET DAN LAYANAN TEKNOLOGI INFORMASI,aktivasi office nama m alief fikri email
1370,"Selamat siang internet TUNE di LAB 
 EIRRG (H118) di gedung serba guna mati 
 dari kemarin jam 5 sore&nbsp; sampai 
 sekarang, mohon untuk diperbaiki, 
 Terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,internet tune lab eirrg h gedung serba mati kemarin jam sorenbsp
1371,"Saya atas nama bidari, ingin mengajukan 
 komplain terhadap penggunaan tune. 
 Dimana saya sebagai pengguna tidak bisa 
 mengakses tune tersebut, saat ingin 
 login selalu gagal. Mohon atas 
 perbaikannya atau bagaimana saya 
 menghadapi permasalahan ini",RISET DAN LAYANAN TEKNOLOGI INFORMASI,nama bidari aju komplain hadap tune akses tune login gagal hadap
1372,Belum bisa terhubung ke TUNE,RISET DAN LAYANAN TEKNOLOGI INFORMASI,hubung tune
1373,"Mau tanya mengenai google drive 
 education yang disediakan telkom saya 
 mengapa error ? seperti gambar di 
 lampiran",RISET DAN LAYANAN TEKNOLOGI INFORMASI,kena google drive education sedia telkom error gambar lampir
1374,"akun office tidak bisa digunakan, waktu 
 itu&nbsp; sempat bisa. tapi 2 minggu 
 yang lalu sudah tidak bisa lagi di 
 gunakan.
 complaint 10 DECEMBER 2019 
 15:34:54
 close 18-DEC-19
 Silahkan input tiket 
 di Tiketing helpdesk 
 Sisfo",RISET DAN LAYANAN TEKNOLOGI INFORMASI,akun office itunbsp minggu complaint december close dec silah input tiket tiketing helpdesk sisfo
1375,"Gabisa terus login ke tune pdhal uname 
 sama passwordnya bener complaint 06 DECEMBER 2019 
 12:11:57",RISET DAN LAYANAN TEKNOLOGI INFORMASI,gabisa login tune uname passwordnya bener complaint december
1376,"Saya atas nama MUHAMMAD AZIIZ 
 GHANIY NIM 1104190064 KELAS TF 43 03
 tidak&nbsp; bisa menggunakan tune dari 
 bulan agustus sampe sekarang mohon 
 perbaikannya agar saya bisa 
 menggunakan fasilitas ini secara 
 maksimal dan mohon pengertiannya",RISET DAN LAYANAN TEKNOLOGI INFORMASI,nama muhammad aziiz ghaniy kelas tf tidaknbsp tune agustus fasilitas maksimal erti
1377,Saya belum bisa mengisi kuesioner untuk semester antara,RISET DAN LAYANAN TEKNOLOGI INFORMASI,isi kuesioner semester
1378,Saya belum bisa mengisi kuesioner untuk semester antara,RISET DAN LAYANAN TEKNOLOGI INFORMASI,isi kuesioner semester
1379,"Selamat siang, Mohon maaf mengganggu waktunya.&nbsp;
Untuk tampilan igracias pada pengajuan pembimbing dan proposal tidak ada. Semula sudah diup load proposal dan pembimbing sudah ada. Namun, sekarang tampilan tidak ada ( Proposal tidak ada dan pembimbing tidak ada ). Mohon bantuannya.&nbsp;
Terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,ganggu waktunyanbsp tampil igracias aju bimbing proposal diup load proposal bimbing tampil proposal bimbing bantuannyanbsp
1380,Tidak bisa mengakses web serta gmail student,RISET DAN LAYANAN TEKNOLOGI INFORMASI,akses situs gmail student
1381,"Asalamualaikum
Permisi saya ingin masuk ke google class menggunakan sso.telkomuniversity.ac.id untuk keperluan perkuliahan. namun saya tidak dapat mengakses nya dengan alasan invalid email. Mohon segera diperbaiki agar tidak mengganggu kegiatan perkuliahan.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,asalamualaikum permisi masuk google class ssotelkomuniversityacid kuliah akses nya alas invalid email ganggu giat kuliah
1382,"saya cek menu kelengkapan sidang (5) terdapat gambar seperti gambar 1, kemudian saya cek menu daftar sidang (4) terdapat gambar seperti gambar 2, kemudian saya cek profil saya terdapat gambar seperti gambar 3, kemudian pada menu daftar sidang dan klik cetak form ijazah dan transkip muncul gambar seperti gambar 4
apakah bisa di perbaiki menghilangkan foto yang bertuliskan kurang lebih 'maaf ijazah file sma blm di upload ...'",RISET DAN LAYANAN TEKNOLOGI INFORMASI,cek menu lengkap sidang gambar gambar cek menu daftar sidang gambar gambar cek profil gambar gambar menu daftar sidang klik cetak form ijazah transkip muncul gambar gambar hilang foto tulis ijazah file sma upload
1383,Asssalajualaikum saya ga bisa login classrom dengan akun sso,RISET DAN LAYANAN TEKNOLOGI INFORMASI,asssalajualaikum ga login classrom akun sso
1384,"Tidak bisa login akun google classrooms menggunakan akun SSO.&nbsp;
putrasetiadi@student.telkomuniversity.ac.id",RISET DAN LAYANAN TEKNOLOGI INFORMASI,login akun google classrooms akun ssonbsp
1385,"Tidak bisa login google classroom menggunakan akun email sso&nbsp;
Ibnumuzakky@student.telkomuniversity.ac.id",RISET DAN LAYANAN TEKNOLOGI INFORMASI,login google classroom akun email ssonbsp
1386,"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya",RISET DAN LAYANAN TEKNOLOGI INFORMASI,komplain email masuk akun google classroom dosen tugas kumpul tugas google classroom kerja
1387,"Assalamualaikum , maaf saya mau komplain bahwa email saya ""alifnadhifah@student.telkomuniversity.ac.id"" tidak bisa masuk akun google classroom. Sedangkan dosen saya akan memberi tugas dan pengumpulan tugasnya lewat google classroom. Mohon kerja samanya",RISET DAN LAYANAN TEKNOLOGI INFORMASI,komplain email masuk akun google classroom dosen tugas kumpul tugas google classroom kerja
1388,Assalamualaikum.. maaf pak email saya gak bisa akses google classroom,RISET DAN LAYANAN TEKNOLOGI INFORMASI,email gak akses google classroom
1389,Assalamualaikum pak/bu saya tidak bisa join google class room,RISET DAN LAYANAN TEKNOLOGI INFORMASI,join google class room
1390,"Selamat pagi,
Saya mahasiswa baru angkatan 2018. Saya ingin mengganti nomor telepon orang tua saya, karena yang tercantum di profil saya adalah nomor telepon rumah saya. Karena kesalahan tersebut orang tua saya masih belum mendapatkan username dan password untuk igracias parent. Saya sudah mencoba sendiri, tapi tidak berhasil. Saya ingin merubah nomor telepon orang tua saya menjadi 08122049458.
Terima kasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,mahasiswa angkat ganti nomor telepon orang tua cantum profil nomor telepon rumah salah orang tua username password igracias orangtua coba hasil rubah nomor telepon orang tua
1391,"Dear Sisfo Yth..,
Mohon petunjuk display untuk Igracias agar bisa kirim pesan seperti display Igracias yang sebelumnya.
Karena sistem Igracias yang baru tidak bisa menginputkan pesan langsung ke dosen atau pembimbing jadi menghambat untuk melakukan directly mengenai keperluan kepengurusan TA maupun registrasi (Mohon Sistem yang mudah untuk penginputan data-data yang penting agar segera bisa diproses dan ada eviden untuk ke pihak akademik yang bersangkutan)
Terimakasih&nbsp;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,sisfo hormat display igracias kirim pesan display igracias sistem igracias menginputkan pesan langsung dosen bimbing hambat laku directly kena urus ta registrasi sistem mudah penginputan datadata proses eviden akademik sangkut terimakasihnbsp
1392,"saya mau masuk kan bukti pembayaran, tapi selalu gagal, padahal tipe file dan ukuran file sesuai dengan persyaratan. ini saya lampirkan buktinya disini.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,masuk bukti bayar gagal tipe file ukur file sesuai syarat lampir bukti
1393,"Selamat siang. Terlampir data mahasiswa klik perpanjangan SK 2 kali yg seharusnya hanya sekali perpanjangan.

1. 6705140003 Dewi Nurul
2. 6301130293 Bram Arthya
3. 6707140048 Winda Fitri

Mohon bantuannya untuk reset perpanjangan SK tersebut. Terimakasih",RISET DAN LAYANAN TEKNOLOGI INFORMASI,lampir data mahasiswa klik sk kali dewi nurul bram arthya winda fitri bantu reset sk
1394,"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
&nbsp;
Terima kasih
&nbsp;
salam
TRA",RISET DAN LAYANAN TEKNOLOGI INFORMASI,ysh dir sisfo bantu ecek daftar bimbing hilang igracias approve bimbing salam tra
1395,"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,bantu buka email lupa user id password nya
1396,"Assalamualaikum&nbsp;
Pak/bu permisi saya mau tanya kemarin itu orang tua saya dapat pesan dari telkom university tentang igracias parents tetapi username sama password nya tidak bisa di pakai atau tidak bisa masuk kedalam igracias kemungkinan username atau password nya salah tolong di koreksi lagi&nbsp;
Sekian, terima kasih
Wassalamualaikum&nbsp;",RISET DAN LAYANAN TEKNOLOGI INFORMASI,assalamualaikumnbsp permisi kemarin orang tua pesan telkom university igracias orangtua username password nya pakai masuk igracias username password nya salah koreksi laginbsp sekian wassalamualaikumnbsp
1397,"Ysh. Dir. SISFO
Mohon bantuannya untuk mengecek kembali, daftar bimbingan sy hilang dari iGracias.
Sehingga sy tidak bisa approve bimbingan.
&nbsp;
Terima kasih
&nbsp;
salam
TRA",RISET DAN LAYANAN TEKNOLOGI INFORMASI,ysh dir sisfo bantu ecek daftar bimbing hilang igracias approve bimbing salam tra
1398,"Mohon bantuan membuka email di chomsun@telkomuniversity.ac.id
Lupa user id dan password nya.",RISET DAN LAYANAN TEKNOLOGI INFORMASI,bantu buka email lupa user id password nya
